,eid,citedby_count,publicationName,author_names,coverDate,coverYear,category
6844,2-s2.0-33750462005,126.0,Infection and Immunity,"Barbosa, Angela S.;Abreu, Patricia A.E.;Neves, Fernanda O.;Atzingen, Marina V.;Watanabe, Mônica M.;Vieira, Mônica L.;Morais, Zenaide M.;Vasconcellos, Sílvio A.;Nascimento, Ana L.T.O.",2006-11-01,2006,1.0
6845,2-s2.0-33747332777,24.0,Clinical Endocrinology,"Abrão, M. G.;Leite, M. V.;Carvalho, L. R.;Billerbeck, A. E.C.;Nishi, M. Y.;Barbosa, A. S.;Martin, R. M.;Arnhold, I. J.P.;Mendonca, B. B.",2006-09-01,2006,2.0
6846,2-s2.0-25144480919,20.0,Gene,"Masotti, Cibele;Armelin-Correa, Lucia M.;Splendore, Alessandra;Lin, Chin J.;Barbosa, Angela;Sogayar, Mari C.;Passos-Bueno, Maria Rita",2005-10-10,2005,2.0
6847,2-s2.0-28244480800,8.0,Matrix Biology,"Armelin-Correa, Lucia M.;Lin, Chin J.;Barbosa, Angela;Bagatini, Kelly;Winnischofer, Sheila M.B.;Sogayar, Mari C.;Passos-Bueno, Maria Rita",2005-01-01,2005,2.0
6848,2-s2.0-11944260292,22.0,Mammalian Genome,"Barbosa, Angela;Demeure, Olivier;Urien, Céline;Milan, Denis;Chardon, Patrick;Renard, Christine",2004-12-01,2004,1.0
6849,2-s2.0-10444254557,18.0,BMC Endocrine Disorders,"Barbosa, Angela S.;Giacaglia, Luciano R.;Martin, Regina M.;Mendonca, Berenice B.;Lin, Chin J.",2004-07-07,2004,1.0
6850,2-s2.0-11144356953,27.0,International Journal of Cancer,"Geffrotin, Claudine;Crechet, Françoise;Le Roy, Pascale;Le Chalony, Catherine;Leplat, Jean Jacques;Iannuccelli, Nathalie;Barbosa, Angela;Renard, Christine;Gruand, Joseph;Milan, Denis;Horak, Vratislav;Tricaud, Yves;Bouet, Stéphan;Franck, Michel;Frelat, Gérard;Vincent-Naulieau, Silvia",2004-05-20,2004,2.0
6851,2-s2.0-27144485795,2.0,Arquivos brasileiros de endocrinologia e metabologia,"Barbosa, Angela Silva;Lin, Chin Jia",2004-01-01,2004,1.0
6852,2-s2.0-0034839189,0.0,Human Genetics,"Moreira-Filho, C. A.;Barbosa, A. S.;Barbosa, L. G.;Spinola-Castro, A.;Tobo, P. R.",2001-01-01,2001,2.0
6853,2-s2.0-12944283271,9.0,Journal of Pediatric Endocrinology and Metabolism,"Damiani, Durval;Guedes, Dulce Rondina;Fellous, Marc;Barbaux, Sandrine;McElreavey, Ken;Kalil, Jorge;Goldberg, Anna Carla K.;Moreira-Filho, Carlos Alberto;Barbosa, Ângela;Della Manna, Thaís;Dichtchekenian, Vaê;Setian, Nuvarte",1999-01-01,1999,2.0
6854,2-s2.0-0032913826,61.0,Human Mutation,"Barbosa, Angela S.;Hadjiathanasiou, Charalambos G.;Theodoridis, Charalambos;Papathanasiou, Astéroula;Tar, Attila;Merksz, Miklós;Györvári, Borbála;Sultan, Charles;Dumas, Robert;Jaubert, Francis;Niaudet, Patrick;Moreira-Filho, Carlos A.;Cotinot, Corinne;Fellous, Marc",1999-01-01,1999,1.0
6855,2-s2.0-0031454658,4.0,Human Genetics,"Antonini, Sylvie;Barbosa, Angela S.;Rosenberg, Carla;Barbosa, Ana Carolina C.;Moreira-Filho, Carlos A.;Vianna-Morgante, Angela M.",1997-12-01,1997,2.0
6856,2-s2.0-0030623298,22.0,Theriogenology,"Pailhoux, E.;Pelliniemi, L.;Barbosa, A.;Parma, P.;Kuopio, T.;Cotinot, C.",1997-01-01,1997,2.0
6857,2-s2.0-0030981848,25.0,Cytogenetic and Genome Research,"Lahbib-Mansais, Y.;Barbosa, A.;Yerle, M.;Parma, P.;Milan, D.;Pailhoux, E.;Gellin, J.;Cotinot, C.",1997-01-01,1997,2.0
6858,2-s2.0-0030226953,0.0,Contraception Fertilite Sexualite,"Cotinot, C.;Pailhoux, E.;Vaiman, D.;Barbosa, A.;Cribiu, E.;Fellous, M.",1996-01-01,1996,2.0
6859,2-s2.0-0028847830,27.0,Human Genetics,"Barbosa, Angela S.;Ferraz-Costa, Thaís E.;Semer, Mauro;Liberman, Bernardo;Moreira-Filho, Carlos A.",1995-01-01,1995,1.0
6860,2-s2.0-0028041111,26.0,American Journal of Medical Genetics,"Mendonca, B. B.;Barbosa, A. S.;Arnhold, I. J.P.;McElreavey, K.;Fellous, M.;Moreira-Filho, C. A.",1994-08-04,1994,2.0
6861,2-s2.0-85062371629,0.0,Journal of Leukocyte Biology,"Stone, Simone Cardozo;Rossetti, Renata Ariza Marques;Alvarez, Karla Lucia Fernandez;Carvalho, Jesus Paula;Margarido, Paulo Francisco Ramos;Baracat, Edmund Chada;Tacla, Maricy;Boccardo, Enrique;Yokochi, Kaori;Lorenzi, Noely Paula;Lepique, Ana Paula",2019-05-01,2019,1.0
6862,2-s2.0-85060706588,0.0,Toxicon: X,"Aliprandini, Eduardo;Takata, Daniela Yumi;Lepique, Ana;Kalil, Jorge;Boscardin, Silvia Beatriz;Moro, Ana Maria",2019-04-01,2019,1.0
6863,2-s2.0-85062632633,0.0,PLoS ONE,"Silveira, Caio Raony Farina;Cipelli, Marcella;Manzine, Carolina;Rabelo-Santos, Silvia Helena;Zeferino, Luiz Carlos;Rodríguez, Gretel Rodríguez;de Assis, Josiane Betim;Hebster, Suellen;Bernadinelli, Isabel;Laginha, Fabio;Boccardo, Enrique;Villa, Luisa Lina;Termini, Lara;Lepique, Ana Paula",2019-03-01,2019,1.0
6864,2-s2.0-85059795676,1.0,International journal of molecular sciences,"Cabeça, Tatiane Karen;de Mello Abreu, Alice;Andrette, Rafael;de Souza Lino, Vanesca;Morale, Mirian Galliote;Aguayo, Francisco;Termini, Lara;Villa, Luisa Lina;Lepique, Ana Paula;Boccardo, Enrique",2019-01-08,2019,1.0
6865,2-s2.0-85049520306,0.0,PLoS ONE,"Rossetti, Renata Ariza Marques;Lorenzi, Noely Paula Cristina;Yokochi, Kaori;De Faria Rosa, Maria Beatriz Sartor;Benevides, Luciana;Margarido, Paulo Francisco Ramos;Baracat, Edmund Chada;Carvalho, Jesus Paula;Villa, Luisa Lina;Lepique, Ana Paula",2018-07-01,2018,1.0
6867,2-s2.0-85027860560,8.0,Scientific Reports,"Alvarez, Karla Lucia Fernandez;Beldi, Mariana;Sarmanho, Fabiane;Rossetti, Renata Ariza Marques;Silveira, Caio Raony Farina;Mota, Giana Rabello;Andreoli, Maria Antonieta;Caruso, Eliana Dias De Carvalho;Kamillos, Marcia Ferreira;Souza, Ana Marta;Mastrocalla, Haydee;Clavijo-Salomon, Maria Alejandra;Barbuto, José Alexandre Marzagão;Lorenzi, Noely Paula;Longatto-Filho, Adhemar;Baracat, Edmund;Lopez, Rossana Verónica Mendoza;Villa, Luisa Lina;Tacla, Maricy;Lepique, Ana Paula",2017-12-01,2017,1.0
6868,2-s2.0-85025634234,1.0,Frontiers in Immunology,"Braga, Tarcio Teodoro;Moura, Ivan C.;Lepique, Ana Paula;Camara, Niels Olsen Saraiva",2017-07-21,2017,1.0
6869,2-s2.0-85038955126,13.0,Oncogenesis,"Da Silva, I. A.;Chammas, R.;Lepique, A. P.;Jancar, S.",2017-01-01,2017,1.0
6870,2-s2.0-85042496219,3.0,Journal of Immunology Research,"Da Silva, Ildefonso Alves;Stone, Simone Cardozo;Rossetti, Renata Marques;Jancar, Sonia;Lepique, Ana Paula",2017-01-01,2017,1.0
6871,2-s2.0-84922607051,8.0,PLoS ONE,"Nascimento, Flavia R.F.;Gomes, Eliane A.;Russo, Momtchilo;Lepique, Ana P.",2015-02-06,2015,1.0
6872,2-s2.0-84922269784,0.0,Brazilian Journal of Medical and Biological Research,"Lepique, A. P.;Bonorino, C.",2015-01-01,2015,1.0
6873,2-s2.0-84924078015,9.0,PLoS Neglected Tropical Diseases,"Teixeira, Priscila Camillo;Velasquez, Leonardo Garcia;Lepique, Ana Paula;de Rezende, Eloiza;Bonatto, José Matheus Camargo;Barcinski, Marcello Andre;Cunha-Neto, Edecio;Stolf, Beatriz Simonsen",2015-01-01,2015,1.0
6874,2-s2.0-84907537532,8.0,Journal of Leukocyte Biology,"Stone, Simone Cardozo;Rossetti, Renata Ariza Marques;Bolpetti, Aline;Boccardo, Enrique;Souza, Patricia Savio de Araujo;Lepique, Ana Paula",2014-10-01,2014,1.0
6875,2-s2.0-85063654314,30.0,Immunity Inflammation and Disease,"Stone, Simone Cardozo;Rossetti, Renata Ariza Marques;Lima, Aleida Maria;Lepique, Ana Paula",2014-01-01,2014,1.0
6876,2-s2.0-84905654596,12.0,Mucosal Immunology,"Faustino, L.;Fonseca, D. M.;Florsheim, E. B.;Resende, R. R.;Lepique, A. P.;Faquim-Mauro, E.;Gomes, E.;Silva, J. S.;Yagita, H.;Russo, M.",2014-01-01,2014,1.0
6877,2-s2.0-84871719656,24.0,American Journal of Transplantation,"Moraes-Vieira, P. M.M.;Bassi, E. J.;Larocca, R. A.;Castoldi, A.;Burghos, M.;Lepique, A. P.;Quintana, F. J.;Araujo, R. C.;Basso, A. S.;Strom, T. B.;Câmara, N. O.S.",2013-01-01,2013,1.0
6878,2-s2.0-84871377439,2.0,Clinical and Developmental Immunology,"Olsen Saraiva Camara, Niels;Lepique, Ana Paula;Basso, Alexandre S.",2012-12-26,2012,1.0
6879,2-s2.0-79960075550,41.0,Stem Cells,"Santos, Tiago G.;Silva, Iara R.;Costa-Silva, Bruno;Lepique, Ana Paula;Martins, Vilma R.;Lopes, Marilene Hohmuth",2011-07-01,2011,1.0
6880,2-s2.0-78149246312,79.0,Carcinogenesis,"Boccardo, Enrique;Lepique, Ana P.;Villa, Luisa L.",2010-11-01,2010,1.0
6881,2-s2.0-77953069764,52.0,BMC Immunology,"Bolpetti, Aline;Silva, João S.;Villa, Luisa L.;Lepique, Ana P.",2010-06-07,2010,1.0
6882,2-s2.0-67650391196,84.0,Clinical Cancer Research,"Lepique, Ana Paula;Daghastanli, Katia Regina Perez;Cuccovia, Iolandamidea;Villa, Luisa Lina",2009-07-01,2009,1.0
6883,2-s2.0-62549120308,11.0,Memorias do Instituto Oswaldo Cruz,"Lepique, Ana Paula;Rabachini, Tatiana;Villa, Luisa Lina",2009-01-01,2009,1.0
6884,2-s2.0-11244354466,25.0,Journal of Molecular Endocrinology,"Lepique, Ana Paula;Moraes, Miriam S.;Rocha, Kátia M.;Eichler, Claudia B.;Hajj, Glaucia N.M.;Schwindt, Telma T.;Armelin, Hugo A.",2004-12-01,2004,1.0
6885,2-s2.0-0142149043,167.0,Journal of Immunology,"Plotkin, Jason;Prockop, Susan E.;Lepique, Ana;Petrie, Howard T.",2003-10-01,2003,2.0
6886,2-s2.0-0038485674,16.0,Microscopy Research and Technique,"Rocha, Kátia M.;Forti, Fábio L.;Lepique, Ana P.;Armelin, Hugo A.",2003-06-15,2003,2.0
6887,2-s2.0-0141891205,24.0,Clinical and Developmental Immunology,"Lepique, Ana Paula;Palencia, Sharina;Irjala, Heikki;Petrie, Howard T.",2003-03-01,2003,1.0
6888,2-s2.0-0034353110,21.0,Endocrine Research,"Lepique, A. P.;Forti, F. L.;Moraes, M. S.;Armelin, H. A.",2000-01-01,2000,1.0
6889,2-s2.0-0034292866,25.0,Brazilian Journal of Medical and Biological Research,"Lotfi, C. F.P.;Lepique, A. P.;Forti, F. L.;Schwindt, T. T.;Eichler, C. B.;Santos, M. O.;Rebustini, I. T.;Hajj, G. N.M.;Juliano, L.;Armelin, H. A.",2000-01-01,2000,1.0
6890,2-s2.0-0030472195,19.0,Endocrine Research,"Armelin, H. A.;Lotfi, C. F.P.;Lepique, A. P.",1996-01-01,1996,1.0
6891,2-s2.0-85065883628,0.0,Parasites and Vectors,"Barros, Michele S.;Lara, Priscila G.;Fonseca, Monique T.;Moretti, Eduardo H.;Filgueiras, Luciano R.;Martins, Joilson O.;Capurro, Margareth L.;Steiner, Alexandre A.;Sá-Nunes, Anderson",2019-05-16,2019,1.0
6892,2-s2.0-85062338083,0.0,Pharmaceuticals,"Patrone, Luis Gustavo A.;Duarte, Jaime B.;Bícego, Kênia Cardoso;Steiner, Alexandre A.;Romanovsky, Andrej A.;Gargaglioni, Luciane H.",2019-01-01,2019,2.0
6893,2-s2.0-85056648790,1.0,Handbook of Clinical Neurology,"Garami, Andras;Steiner, Alexandre A.;Romanovsky, Andrej A.",2018-01-01,2018,2.0
6894,2-s2.0-85056649194,0.0,Handbook of Clinical Neurology,"Garami, Andras;Imeri, Luca;Madden, Christopher J.;Steiner, Alexandre A.;Romanovsky, Andrej A.",2018-01-01,2018,2.0
6895,2-s2.0-85056619444,0.0,Handbook of Clinical Neurology,"Garami, Andras;Imeri, Luca;Madden, Christopher J.;Steiner, Alexandre A.;Romanovsky, Andrej A.",2018-01-01,2018,2.0
6896,2-s2.0-85046719861,2.0,Drug Delivery,"Migotto, Amanda;Carvalho, Vanessa F.M.;Salata, Giovanna C.;da Silva, Fernanda W.M.;Yan, Chao Yun Irene;Ishida, Kelly;Costa-Lotufo, Leticia V.;Steiner, Alexandre A.;Lopes, Luciana B.",2018-01-01,2018,1.0
6897,2-s2.0-85032944578,1.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Flatow, Elizabeth A.;Komegae, Evilin N.;Fonseca, Monique T.;Brito, Camila F.;Musteata, Florin M.;Antunes-Rodrigues, José;Steiner, Alexandre A.",2017-11-01,2017,1.0
6898,2-s2.0-85008653942,3.0,Critical Care,"Steiner, Alexandre A.;Fonseca, Monique T.;Soriano, Francisco G.",2017-01-11,2017,1.0
6899,2-s2.0-85009174928,1.0,Physiological Reports,"Steiner, Alexandre A.;Flatow, Elizabeth A.;Brito, Camila F.;Fonseca, Monique T.;Komegae, Evilin N.",2017-01-01,2017,1.0
6900,2-s2.0-84983670452,11.0,Journal of Applied Physiology,"Fonseca, Monique T.;Rodrigues, Abner C.;Cezar, Luana C.;Fujita, Andre;Soriano, Francisco G.;Steiner, Alexandre A.",2016-06-15,2016,1.0
6901,2-s2.0-84984870738,3.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Dantonio, Valter;Batalh Ã O, Marcelo E.;Fernandes, Marcia H.M.R.;Komegae, Evilin N.;Buqui, Gabriela A.;Lopes, Norberto P.;Gargaglioni, Luciane H.;Carnio, Évelin C.;Steiner, Alexandre A.;Bícego, Kênia C.",2016-05-01,2016,2.0
6902,2-s2.0-84937512113,16.0,Comprehensive Physiology,"Branco, Luiz G.S.;Soriano, Renato N.;Steiner, Alexandre A.",2014-10-01,2014,1.0
6903,2-s2.0-84906819023,14.0,Journal of Physiology,"Corrigan, Joshua J.;Fonseca, Monique T.;Flatow, Elizabeth A.;Lewis, Kevin;Steiner, Alexandre A.",2014-09-01,2014,1.0
6904,2-s2.0-84878875488,27.0,Pharmaceutical Research,"Hosmer, Jaclyn M.;Steiner, Alexandre A.;Lopes, Luciana B.",2013-03-01,2013,1.0
6905,2-s2.0-84872187272,15.0,"Brain, Behavior, and Immunity","Al-Saffar, Hiba;Lewis, Kevin;Liu, Elaine;Schober, Alexandra;Corrigan, Joshua J.;Shibata, Keita;Steiner, Alexandre A.",2013-02-01,2013,1.0
6906,2-s2.0-84862703854,40.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Liu, Elaine;Lewis, Kevin;Al-Saffar, Hiba;Krall, Catherine M.;Singh, Anju;Kulchitsky, Vladimir A.;Corrigan, Joshua J.;Simons, Christopher T.;Petersen, Scott R.;Musteata, Florin M.;Bakshi, Chandra S.;Romanovsky, Andrej A.;Sellati, Timothy J.;Steiner, Alexandre A.",2012-06-15,2012,1.0
6907,2-s2.0-79955393912,32.0,Journal of Physiology,"Steiner, Alexandre A.;Molchanova, Alla Y.;Dogan, M. Devrim;Patel, Shreya;Pétervári, Erika;Balaskó, Márta;Wanner, Samuel P.;Eales, Justin;Oliveira, Daniela L.;Gavva, Narender R.;Almeida, M. Camila;Székely, Miklós;Romanovsky, Andrej A.",2011-05-01,2011,1.0
6908,2-s2.0-79551509771,75.0,Journal of Neuroscience,"Garami, Andras;Pakai, Eszter;Oliveira, Daniela L.;Steiner, Alexandre A.;Wanner, Samuel P.;Almeida, M. Camila;Lesnikov, Vladimir A.;Gavva, Narender R.;Romanovsky, Andrej A.",2011-02-02,2011,2.0
6909,2-s2.0-77952720861,24.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Krall, Catherine M.;Yao, Xiujuan;Hass, Martha A.;Feleder, Carlos;Steiner, Alexandre A.",2010-06-01,2010,1.0
6910,2-s2.0-70349659983,145.0,Pharmacological Reviews,"Romanovsky, Andrej A.;Almeida, Maria C.;Garami, Andras;Steiner, Alexandre A.;Norman, Mark H.;Morrison, Shaun F.;Nakamura, Kazuhiro;Burmeister, Jeffrey J.;Nucci, Tatiane B.",2009-09-01,2009,2.0
6911,2-s2.0-68049102289,35.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Steiner, Alexandre A.;Hunter, John C.;Phipps, Sean M.;Nucci, Tatiane B.;Oliveira, Daniela L.;Roberts, Jennifer L.;Scheck, Adrienne C.;Simmons, Daniel L.;Romanovsky, Andrej A.",2009-08-01,2009,1.0
6912,2-s2.0-67349232452,11.0,Physiology and Behavior,"Steiner, Alexandre A.;Krall, Catherine M.;Liu, Elaine",2009-06-22,2009,1.0
6913,2-s2.0-55449119266,13.0,Journal of Applied Physiology,"Steiner, Alexandre A.;Oliveira, Daniela L.;Roberts, Jennifer L.;Petersen, Scott R.;Romanovsky, Andrej A.",2008-10-01,2008,1.0
6914,2-s2.0-41749114510,46.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Ootsuka, Youichirou;Blessing, William W.;Steiner, Alexandre A.;Romanovsky, Andrej A.",2008-04-01,2008,2.0
6915,2-s2.0-34447504896,167.0,Journal of Neuroscience,"Steiner, Alexandre A.;Turek, Victoria F.;Almeida, Maria C.;Burmeister, Jeffrey J.;Oliveira, Daniela L.;Roberts, Jennifer L.;Bannon, Anthony W.;Norman, Mark H.;Louis, Jean Claude;Treanor, James J.S.;Gavva, Narender R.;Romanovsky, Andrej A.",2007-07-11,2007,1.0
6916,2-s2.0-34247548450,70.0,Progress in Lipid Research,"Steiner, Alexandre A.;Romanovsky, Andrej A.",2007-03-01,2007,1.0
6917,2-s2.0-54949114304,70.0,PLoS ONE,"Almeida, Maria C.;Steiner, Alexandre A.;Branco, Luiz G.S.;Romanovsky, Andrej A.",2006-12-20,2006,2.0
6918,2-s2.0-33749613184,28.0,Cell Cycle,"Romanovsky, Andrej A.;Steiner, Alexandre A.;Matsumura, Kiyoshi",2006-10-01,2006,2.0
6919,2-s2.0-33748583173,97.0,PLoS Biology,"Steiner, Alexandre A.;Ivanov, Andrei I.;Serrats, Jordi;Hosokawa, Hiroshi;Phayre, Allison N.;Robbins, Jared R.;Roberts, Jennifer L.;Kobayashi, Shigeo;Matsumura, Kiyoshi;Sawchenko, Paul E.;Romanovsky, Andrej A.",2006-09-19,2006,1.0
6920,2-s2.0-33745212224,89.0,European Journal of Neuroscience,"Almeida, Maria C.;Steiner, Alexandre A.;Branco, Luiz G.S.;Romanovsky, Andrej A.",2006-06-01,2006,2.0
6921,2-s2.0-33646556126,62.0,Blood,"Steiner, Alexandre A.;Chakravarty, Sumana;Rudaya, Alla Y.;Herkenham, Miles;Romanovsky, Andrej A.",2006-05-15,2006,1.0
6922,2-s2.0-32344436644,0.0,Journal of Thermal Biology,"Steiner, Alexandre A.;Roth, Joachim;Romanovsky, Andrej A.",2006-01-01,2006,1.0
6923,2-s2.0-27144545768,139.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Rudaya, Alla Y.;Steiner, Alexandre A.;Robbins, Jared R.;Dragic, Alexander S.;Romanovsky, Andrej A.",2005-11-01,2005,2.0
6924,2-s2.0-27144520499,30.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Steiner, Alexandre A.;Rudaya, Alla Y.;Robbins, Jared M.;Dragic, Alexander S.;Langenbach, Robert;Romanovsky, Andrej A.",2005-11-01,2005,1.0
6925,2-s2.0-26944460795,0.0,Drug Discovery Today: Disease Models,"Steiner, Alexandre A.",2005-10-26,2005,1.0
6926,2-s2.0-23044492606,27.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Steiner, Alexandre A.;Chakravarty, Sumana;Robbins, Jared R.;Dragic, Alexander S.;Pan, Jennifer;Herkenham, Miles;Romanovsky, Andrej A.",2005-08-01,2005,1.0
6927,2-s2.0-21244453894,40.0,Physiological Genomics,"Ivanov, Andrei I.;Steiner, Alexandre A.;Scheck, Adrienne C.;Romanovsky, Andrej A.",2005-07-01,2005,2.0
6928,2-s2.0-18144424050,28.0,Brain Research,"Gargaglioni, Luciane H.;Steiner, Alexandre A.;Branco, Luiz G.S.",2005-05-17,2005,2.0
6929,2-s2.0-15544389674,14.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Ivanov, Andrei I.;Steiner, Alexandre A.;Patel, Shreya;Rudaya, Alla Y.;Romanovsky, Andrej A.",2005-04-01,2005,2.0
6930,2-s2.0-21344444154,227.0,Frontiers in Bioscience,"Romanovsky, Andrej A.;Almeida, Maria C.;Aronoff, David M.;Ivanov, Andrei I.;Konsman, Jan P.;Steiner, Alexandre A.;Turek, Victoria F.",2005-01-01,2005,2.0
6931,2-s2.0-11244351600,49.0,British Journal of Pharmacology,"Dogan, M. Devrim;Patel, Shreya;Rudaya, Alla Y.;Steiner, Alexandre A.;Székely, Miklós;Romanovsky, Andrej A.",2004-12-01,2004,2.0
6932,2-s2.0-10044290578,39.0,FASEB Journal,"Steiner, Alexandre A.;Dogan, M. Devrim;Ivanov, Andrei I.;Patel, Shreya;Rudaya, Alla Y.;Jennings, David H.;Orchinik, Miles;Pace, Thaddeus W W;O'Connor, Kevin A.;Watkins, Linda R.;Romanovsky, Andrej A.",2004-12-01,2004,1.0
6933,2-s2.0-4744363582,3.0,Journal of Thermal Biology,"Romanovsky, Andrej A.;Steiner, Alexandre A.;Luiz, Luiz G.;Janský, Ladislav;Gourine, Valery N.",2004-10-01,2004,2.0
6934,2-s2.0-4043063512,58.0,Journal of Physiology,"Almeida, Maria C.;Steiner, Alexandre A.;Coimbra, Norberto C.;Branco, Luiz G.S.",2004-07-01,2004,2.0
6935,2-s2.0-2342525154,31.0,British Journal of Pharmacology,"Steiner, Alexandre A.;Rudaya, Alla Y.;Ivanov, Andrei I.;Romanovsky, Andrej A.",2004-04-01,2004,1.0
6936,2-s2.0-3142757386,25.0,Frontiers in Bioscience,"Steiner, Alexandre A.;Branco, Luiz G.S.",2003-12-01,2003,1.0
6937,2-s2.0-0141608600,10.0,Respiratory Physiology and Neurobiology,"Gargaglioni, Luciane H.;Bicego, Kenia C.;Steiner, Alexandre A.;Branco, Luiz G.S.",2003-10-16,2003,2.0
6938,2-s2.0-0037426559,18.0,Neuroscience Letters,"Steiner, Alexandre A.;Reste, Gustavo;Branco, Luiz G.S.",2003-05-08,2003,1.0
6939,2-s2.0-0036889288,39.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Steiner, Alexandre A.;Rocha, Maria J.A.;Branco, Luiz G.S.",2002-12-01,2002,1.0
6940,2-s2.0-0036750161,6.0,Pflugers Archiv European Journal of Physiology,"Bicego, Kenia C.;Steiner, Alexandre A.;Gargaglioni, Luciane H.;Branco, Luiz G.",2002-09-01,2002,2.0
6941,2-s2.0-0036081764,68.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Steiner, Alexandre A.;Antunes-Rodrigues, Jose;McCann, Samuel M.;Branco, Luiz G.S.",2002-07-02,2002,1.0
6942,2-s2.0-0036200478,116.0,Annual Review of Physiology,"Steiner, Alexandre A.;Branco, Luiz G.S.",2002-04-09,2002,1.0
6943,2-s2.0-0036465378,15.0,Physiology and Behavior,"Sanches, Daniela B.;Steiner, Alexandre A.;Branco, Luiz G.S.",2002-02-01,2002,2.0
6944,2-s2.0-0037039535,8.0,Brain Research,"Steiner, Alexandre A.;Branco, Luiz G.S.",2002-01-08,2002,1.0
6945,2-s2.0-0037135124,38.0,Brain Research,"Steiner, Alexandre A.;Antunes-Rodrigues, José;Branco, Luiz G.S.",2002-01-01,2002,1.0
6946,2-s2.0-0036022420,10.0,Respiratory Physiology and Neurobiology,"Paro, Flávia M.;Steiner, Alexandre A.;De Paula, Patricia M.;Branco, Luiz G.S.",2002-01-01,2002,2.0
6947,2-s2.0-0036021801,19.0,Journal of Applied Physiology,"Bicego, K. C.;Steiner, A. A.;Antunes-Rodrigues, J.;Branco, L. G.S.",2002-01-01,2002,2.0
6948,2-s2.0-0035570008,35.0,NeuroImmunoModulation,"Steiner, Alexandre A.;Li, Shuxin;Llanos-Q., Jose;Blatteis, Clark M.",2001-12-01,2001,1.0
6949,2-s2.0-0034876763,43.0,Journal of Thermal Biology,"Steiner, Alexandre A.;Branco, Luiz G.S.",2001-09-12,2001,1.0
6950,2-s2.0-0034870925,14.0,Journal of Thermal Biology,"Paro, Flavia M.;Steiner, Alexandre A.;Branco, Luiz G S",2001-09-12,2001,2.0
6951,2-s2.0-0035012242,53.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Steiner, Alexandre A.;Branco, Luiz G.S.",2001-02-01,2001,1.0
6952,2-s2.0-0035036498,40.0,British Journal of Pharmacology,"Steiner, A. A.;Branco, L. G.S.;Cunha, F. Q.;Ferreira, S. H.",2001-01-01,2001,1.0
6953,2-s2.0-0034495843,15.0,Journal of Applied Physiology,"Steiner, Alexandre A.;Carnio, Evelin C.;Branco, Luiz G.S.",2000-12-01,2000,1.0
6954,2-s2.0-0034664844,35.0,Physiology and Behavior,"De Paula, Daniel;Steiner, Alexandre A.;Branco, Luiz G.S.",2000-09-15,2000,2.0
6955,2-s2.0-0034637807,21.0,NeuroReport,"Fabris, Gisele;Steiner, Alexandre A.;Anselmo-Franci, Janete A.;Branco, Luiz G.S.",2000-09-11,2000,2.0
6956,2-s2.0-0033900417,20.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Branco, Luiz G.S.;Steiner, Alexandre A.;Tattersall, Glenn J.;Wood, Stephen C.",2000-08-29,2000,2.0
6957,2-s2.0-0033944963,20.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Bicego-Nahas, K. C.;Steiner, A. A.;Carnio, E. C.;Antunes-Rodrigues, J.;Branco, L. G.S.",2000-06-01,2000,2.0
6958,2-s2.0-0034117643,41.0,Journal of Applied Physiology,"Steiner, Alexandre A.;Branco, Luiz G.S.",2000-05-01,2000,1.0
6959,2-s2.0-0034185032,13.0,Revista brasileira de biologia,"Steiner, A. A.;Petenusci, S. O.;Brentegani, L. G.;Branco, L. G.",2000-01-01,2000,1.0
6960,2-s2.0-0032880507,48.0,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,"Steiner, Alexandre A.;Colombari, Eduardo;Branco, Luiz G.S.",1999-08-01,1999,1.0
6961,2-s2.0-0033039269,19.0,Comparative Biochemistry and Physiology - A Molecular and Integrative Physiology,"Branco, Luiz G.S.;Steiner, Alexandre A.",1999-04-01,1999,1.0
6962,2-s2.0-0032979239,10.0,Journal of Applied Physiology,"Steiner, Alexandre A.;Carnio, Evelin C.;Antunes-Rodrigues, José;Branco, Luiz G.S.",1999-01-01,1999,1.0
